phase_num,drug_success_rate,drug_n_uses,disease_success_rate,disease_n_uses,is_rare,success
4.0,1.0,21,1.0,23,0,1
4.0,1.0,21,1.0,7,0,1
4.0,1.0,21,1.0,12,0,1
4.0,1.0,21,1.0,33,0,1
4.0,1.0,21,1.0,20,0,1
4.0,1.0,21,0.9459459459459459,37,0,1
4.0,1.0,21,1.0,8,0,1
4.0,1.0,21,1.0,28,0,1
4.0,1.0,21,1.0,37,0,1
4.0,1.0,21,1.0,22,0,1
4.0,1.0,21,1.0,20,0,1
4.0,1.0,21,1.0,18,0,1
4.0,1.0,21,1.0,48,0,1
4.0,1.0,21,1.0,21,0,1
4.0,1.0,21,1.0,25,0,1
4.0,1.0,21,1.0,34,0,1
4.0,1.0,6,1.0,3,1,1
4.0,1.0,6,1.0,3,1,1
4.0,1.0,6,1.0,4,0,1
4.0,1.0,6,1.0,4,0,1
4.0,1.0,6,1.0,4,0,1
4.0,1.0,6,1.0,8,0,1
4.0,0.6666666666666666,3,1.0,1,1,1
4.0,0.6666666666666666,3,1.0,3,1,1
4.0,1.0,1,1.0,8,0,1
4.0,1.0,2,1.0,1,1,1
4.0,1.0,2,1.0,8,0,1
4.0,1.0,1,0.6153846153846154,13,0,1
4.0,1.0,2,0.6470588235294118,17,0,1
4.0,1.0,2,1.0,17,0,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,1,1.0,31,0,1
4.0,1.0,4,1.0,3,1,1
4.0,1.0,4,1.0,1,1,1
4.0,1.0,4,1.0,6,0,1
4.0,1.0,4,1.0,1,1,1
4.0,1.0,1,0.9629629629629629,27,0,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,2,1.0,3,1,1
4.0,1.0,2,1.0,7,0,1
4.0,1.0,1,1.0,13,0,1
4.0,1.0,1,0.5,10,0,1
4.0,1.0,2,0.85,20,0,1
4.0,1.0,2,0.6176470588235294,34,0,1
4.0,1.0,1,0.7619047619047619,21,0,1
4.0,1.0,7,1.0,72,0,1
4.0,1.0,7,1.0,14,0,1
4.0,1.0,7,1.0,37,0,1
4.0,1.0,7,1.0,48,0,1
4.0,1.0,7,1.0,43,0,1
4.0,1.0,7,0.6290322580645161,62,0,1
4.0,1.0,7,1.0,23,0,1
4.0,0.5,2,0.9629629629629629,27,0,1
4.0,0.3333333333333333,6,1.0,7,0,1
4.0,0.3333333333333333,6,1.0,9,0,1
4.0,0.16666666666666666,12,1.0,9,0,1
4.0,0.16666666666666666,12,0.7619047619047619,21,0,1
4.0,1.0,1,0.7619047619047619,21,0,1
4.0,1.0,3,0.8627450980392157,102,0,1
4.0,1.0,3,1.0,8,0,1
4.0,1.0,3,0.85,20,0,1
4.0,0.6666666666666666,3,1.0,3,1,1
4.0,0.6666666666666666,3,1.0,1,1,1
4.0,1.0,2,0.85,20,0,1
4.0,1.0,2,0.9629629629629629,27,0,1
4.0,1.0,1,0.9629629629629629,27,0,1
4.0,0.08333333333333333,60,0.6923076923076923,13,0,1
4.0,0.08333333333333333,60,1.0,6,0,1
4.0,0.08333333333333333,60,1.0,8,0,1
4.0,0.08333333333333333,60,1.0,1,1,1
4.0,0.08333333333333333,60,1.0,1,1,1
4.0,1.0,4,1.0,8,0,1
4.0,1.0,4,1.0,7,0,1
4.0,1.0,4,1.0,7,0,1
4.0,1.0,4,1.0,6,0,1
4.0,1.0,3,1.0,6,0,1
4.0,1.0,3,1.0,2,1,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,2,0.9629629629629629,27,0,1
4.0,1.0,2,1.0,4,0,1
4.0,1.0,18,0.9459459459459459,37,0,1
4.0,1.0,18,1.0,36,0,1
4.0,1.0,18,1.0,15,0,1
4.0,1.0,18,1.0,26,0,1
4.0,1.0,18,1.0,45,0,1
4.0,1.0,18,1.0,16,0,1
4.0,1.0,18,1.0,14,0,1
4.0,1.0,18,1.0,19,0,1
4.0,1.0,18,1.0,20,0,1
4.0,1.0,18,1.0,31,0,1
4.0,1.0,18,1.0,63,0,1
4.0,1.0,18,1.0,32,0,1
4.0,1.0,18,1.0,26,0,1
4.0,1.0,18,1.0,31,0,1
4.0,1.0,18,1.0,15,0,1
4.0,1.0,18,0.8888888888888888,9,0,1
4.0,1.0,18,1.0,27,0,1
4.0,1.0,18,1.0,5,0,1
4.0,1.0,18,1.0,26,0,1
4.0,1.0,18,0.8888888888888888,9,0,1
4.0,1.0,18,1.0,5,0,1
4.0,1.0,18,1.0,36,0,1
4.0,1.0,18,1.0,63,0,1
4.0,1.0,18,1.0,32,0,1
4.0,1.0,18,1.0,27,0,1
4.0,1.0,18,1.0,14,0,1
4.0,1.0,18,1.0,26,0,1
4.0,1.0,18,1.0,19,0,1
4.0,1.0,18,1.0,16,0,1
4.0,1.0,18,0.9459459459459459,37,0,1
4.0,1.0,18,1.0,31,0,1
4.0,1.0,18,1.0,31,0,1
4.0,1.0,18,1.0,45,0,1
4.0,1.0,18,1.0,15,0,1
4.0,1.0,18,1.0,15,0,1
4.0,1.0,18,1.0,20,0,1
4.0,1.0,2,1.0,17,0,1
4.0,1.0,2,0.6470588235294118,17,0,1
4.0,1.0,3,0.90625,32,0,1
4.0,1.0,3,0.6290322580645161,62,0,1
4.0,1.0,3,0.84375,64,0,1
4.0,0.5,2,0.8787878787878788,33,0,1
4.0,1.0,7,1.0,22,0,1
4.0,1.0,7,1.0,63,0,1
4.0,1.0,7,1.0,44,0,1
4.0,1.0,7,1.0,21,0,1
4.0,1.0,7,0.631578947368421,19,0,1
4.0,1.0,7,1.0,45,0,1
4.0,1.0,7,1.0,31,0,1
4.0,1.0,4,1.0,31,0,1
4.0,1.0,4,1.0,32,0,1
4.0,1.0,4,1.0,63,0,1
4.0,1.0,4,0.631578947368421,19,0,1
4.0,1.0,10,1.0,15,0,1
4.0,1.0,10,1.0,5,0,1
4.0,1.0,10,0.6666666666666666,3,1,1
4.0,1.0,10,0.9459459459459459,37,0,1
4.0,1.0,10,0.8,10,0,1
4.0,1.0,10,1.0,15,0,1
4.0,1.0,10,1.0,14,0,1
4.0,1.0,10,1.0,63,0,1
4.0,1.0,10,1.0,45,0,1
4.0,1.0,10,1.0,48,0,1
4.0,1.0,34,1.0,19,0,1
4.0,1.0,34,1.0,26,0,1
4.0,1.0,34,1.0,3,1,1
4.0,1.0,34,1.0,63,0,1
4.0,1.0,34,1.0,1,1,1
4.0,1.0,34,1.0,33,0,1
4.0,1.0,34,1.0,37,0,1
4.0,1.0,34,1.0,16,0,1
4.0,1.0,34,1.0,12,0,1
4.0,1.0,34,1.0,18,0,1
4.0,1.0,34,1.0,9,0,1
4.0,1.0,34,1.0,2,1,1
4.0,1.0,34,1.0,22,0,1
4.0,1.0,34,1.0,14,0,1
4.0,1.0,34,1.0,44,0,1
4.0,1.0,34,1.0,36,0,1
4.0,1.0,34,0.9459459459459459,37,0,1
4.0,1.0,34,1.0,17,0,1
4.0,1.0,34,1.0,31,0,1
4.0,1.0,34,1.0,6,0,1
4.0,1.0,34,1.0,45,0,1
4.0,1.0,34,1.0,23,0,1
4.0,1.0,34,1.0,15,0,1
4.0,1.0,34,1.0,48,0,1
4.0,1.0,34,1.0,21,0,1
4.0,1.0,34,1.0,32,0,1
4.0,1.0,34,1.0,1,1,1
4.0,1.0,34,1.0,19,0,1
4.0,1.0,34,1.0,6,0,1
4.0,1.0,34,1.0,7,0,1
4.0,1.0,34,1.0,32,0,1
4.0,1.0,34,1.0,4,0,1
4.0,1.0,34,1.0,7,0,1
4.0,1.0,34,1.0,10,0,1
4.0,0.4,5,1.0,2,1,1
4.0,0.4,5,1.0,2,1,1
4.0,0.5833333333333334,12,1.0,4,0,1
4.0,0.5833333333333334,12,0.55,20,0,1
4.0,0.5833333333333334,12,1.0,2,1,1
4.0,0.5833333333333334,12,0.84375,64,0,1
4.0,0.5833333333333334,12,1.0,24,0,1
4.0,0.5833333333333334,12,1.0,2,1,1
4.0,0.5833333333333334,12,1.0,9,0,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,1,0.9629629629629629,27,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,9,1.0,56,0,1
4.0,1.0,9,1.0,37,0,1
4.0,1.0,9,1.0,48,0,1
4.0,1.0,9,1.0,20,0,1
4.0,1.0,9,1.0,33,0,1
4.0,1.0,9,0.9583333333333334,24,0,1
4.0,1.0,9,1.0,43,0,1
4.0,1.0,9,1.0,27,0,1
4.0,1.0,9,1.0,72,0,1
4.0,1.0,19,1.0,72,0,1
4.0,1.0,19,1.0,20,0,1
4.0,1.0,19,1.0,8,0,1
4.0,1.0,19,0.6842105263157895,19,0,1
4.0,1.0,19,1.0,29,0,1
4.0,1.0,19,1.0,5,0,1
4.0,1.0,19,1.0,48,0,1
4.0,1.0,19,0.9583333333333334,24,0,1
4.0,1.0,19,1.0,18,0,1
4.0,1.0,19,1.0,5,0,1
4.0,1.0,19,1.0,27,0,1
4.0,1.0,19,1.0,13,0,1
4.0,1.0,19,1.0,17,0,1
4.0,1.0,19,1.0,37,0,1
4.0,1.0,19,1.0,56,0,1
4.0,1.0,19,1.0,43,0,1
4.0,1.0,19,1.0,23,0,1
4.0,1.0,19,1.0,33,0,1
4.0,1.0,19,1.0,37,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,1,1.0,27,0,1
4.0,1.0,1,0.8627450980392157,102,0,1
4.0,1.0,2,1.0,2,1,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,3,1.0,5,0,1
4.0,1.0,3,0.9166666666666666,12,0,1
4.0,1.0,3,1.0,7,0,1
4.0,1.0,1,1.0,34,0,1
4.0,0.6666666666666666,3,1.0,25,0,1
4.0,0.6666666666666666,3,1.0,34,0,1
4.0,0.03571428571428571,28,0.967741935483871,31,0,1
4.0,1.0,7,1.0,1,1,1
4.0,1.0,7,1.0,3,1,1
4.0,1.0,7,0.8888888888888888,18,0,1
4.0,1.0,7,1.0,10,0,1
4.0,1.0,7,1.0,1,1,1
4.0,1.0,7,1.0,1,1,1
4.0,1.0,7,1.0,1,1,1
4.0,0.1111111111111111,18,1.0,25,0,1
4.0,0.1111111111111111,18,1.0,2,1,1
4.0,1.0,103,1.0,26,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,12,0,1
4.0,1.0,103,1.0,9,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,21,0,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,19,0,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,21,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,15,0,1
4.0,1.0,103,1.0,17,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,31,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,32,0,1
4.0,1.0,103,1.0,25,0,1
4.0,1.0,103,1.0,5,0,1
4.0,1.0,103,1.0,36,0,1
4.0,1.0,103,0.631578947368421,19,0,1
4.0,1.0,103,1.0,22,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,9,0,1
4.0,1.0,103,1.0,16,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,9,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,31,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,15,0,1
4.0,1.0,103,1.0,5,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,22,0,1
4.0,1.0,103,1.0,32,0,1
4.0,1.0,103,1.0,44,0,1
4.0,1.0,103,1.0,6,0,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,8,0,1
4.0,1.0,103,1.0,56,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,18,0,1
4.0,1.0,103,1.0,25,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,31,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,20,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,11,0,1
4.0,1.0,103,1.0,23,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,6,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,18,0,1
4.0,1.0,103,1.0,26,0,1
4.0,1.0,103,1.0,26,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,10,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,13,0,1
4.0,1.0,103,1.0,19,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,1.0,14,0,1
4.0,1.0,103,1.0,27,0,1
4.0,1.0,103,1.0,6,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,63,0,1
4.0,1.0,103,0.9459459459459459,37,0,1
4.0,1.0,103,1.0,12,0,1
4.0,1.0,103,0.8,10,0,1
4.0,1.0,103,1.0,7,0,1
4.0,1.0,103,1.0,4,0,1
4.0,1.0,103,1.0,5,0,1
4.0,1.0,103,1.0,3,1,1
4.0,1.0,103,0.8181818181818182,22,0,1
4.0,1.0,103,1.0,2,1,1
4.0,1.0,103,1.0,48,0,1
4.0,1.0,103,1.0,12,0,1
4.0,1.0,103,1.0,13,0,1
4.0,1.0,103,1.0,6,0,1
4.0,1.0,1,0.9333333333333333,15,0,1
4.0,1.0,1,0.25,24,0,1
4.0,1.0,3,1.0,12,0,1
4.0,1.0,3,1.0,6,0,1
4.0,1.0,3,1.0,37,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,6,1.0,1,1,1
4.0,1.0,6,0.5,4,0,1
4.0,1.0,6,1.0,1,1,1
4.0,1.0,6,1.0,2,1,1
4.0,1.0,6,0.8181818181818182,11,0,1
4.0,1.0,6,1.0,3,1,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,6,1.0,1,1,1
4.0,1.0,6,1.0,27,0,1
4.0,1.0,6,1.0,27,0,1
4.0,1.0,6,1.0,10,0,1
4.0,1.0,6,1.0,34,0,1
4.0,1.0,6,1.0,14,0,1
4.0,1.0,1,1.0,37,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,2,1.0,1,1,1
4.0,1.0,2,0.6666666666666666,3,1,1
4.0,0.7272727272727273,11,0.6896551724137931,29,0,1
4.0,0.7272727272727273,11,1.0,3,1,1
4.0,0.7272727272727273,11,0.8,15,0,1
4.0,0.7272727272727273,11,0.5142857142857142,35,0,1
4.0,0.7272727272727273,11,0.7777777777777778,9,0,1
4.0,0.7272727272727273,11,1.0,2,1,1
4.0,0.7272727272727273,11,1.0,2,1,1
4.0,0.7272727272727273,11,0.6666666666666666,3,1,1
4.0,1.0,1,1.0,11,0,1
4.0,1.0,3,1.0,5,0,1
4.0,1.0,3,1.0,15,0,1
4.0,1.0,3,1.0,11,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,7,1.0,23,0,1
4.0,1.0,7,1.0,37,0,1
4.0,1.0,7,1.0,72,0,1
4.0,1.0,7,1.0,33,0,1
4.0,1.0,7,1.0,48,0,1
4.0,1.0,7,1.0,43,0,1
4.0,1.0,7,1.0,14,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,2,1.0,11,0,1
4.0,1.0,2,1.0,27,0,1
4.0,1.0,2,1.0,6,0,1
4.0,1.0,2,1.0,11,0,1
4.0,1.0,1,0.8627450980392157,102,0,1
4.0,1.0,1,1.0,6,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,0.8627450980392157,102,0,1
4.0,0.05555555555555555,18,1.0,6,0,1
4.0,1.0,3,1.0,4,0,1
4.0,1.0,3,1.0,4,0,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,1,0.7619047619047619,21,0,1
4.0,1.0,1,0.918918918918919,37,0,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,2,0.918918918918919,37,0,1
4.0,1.0,1,1.0,56,0,1
4.0,1.0,1,1.0,4,0,1
4.0,0.25,4,0.75,4,0,1
4.0,1.0,1,1.0,6,0,1
4.0,1.0,2,1.0,1,1,1
4.0,1.0,2,1.0,8,0,1
4.0,0.25,4,1.0,1,1,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,3,1.0,2,1,1
4.0,1.0,1,0.8627450980392157,102,0,1
4.0,1.0,4,1.0,4,0,1
4.0,1.0,4,1.0,6,0,1
4.0,1.0,4,1.0,4,0,1
4.0,1.0,4,1.0,2,1,1
4.0,1.0,1,1.0,1,1,1
4.0,0.5,2,1.0,1,1,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,1,1.0,7,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,1,1.0,2,1,1
4.0,1.0,1,1.0,6,0,1
4.0,0.25,4,0.23076923076923078,13,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,3,0.8,15,0,1
4.0,1.0,3,1.0,2,1,1
4.0,1.0,3,0.3333333333333333,3,1,1
4.0,1.0,1,1.0,8,0,1
4.0,1.0,1,1.0,2,1,1
4.0,1.0,2,1.0,9,0,1
4.0,1.0,2,0.6206896551724138,29,0,1
4.0,1.0,1,0.3870967741935484,31,0,1
4.0,1.0,1,1.0,27,0,1
4.0,1.0,1,1.0,33,0,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,2,1.0,20,0,1
4.0,1.0,1,1.0,2,1,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,1.0,2,1,1
4.0,1.0,1,1.0,5,0,1
4.0,1.0,1,0.8333333333333334,18,0,1
4.0,1.0,1,1.0,7,0,1
4.0,1.0,2,1.0,1,1,1
4.0,1.0,2,0.35,40,0,1
4.0,1.0,1,1.0,2,1,1
4.0,0.5,4,1.0,17,0,1
4.0,0.5,4,1.0,34,0,1
4.0,1.0,2,0.5217391304347826,23,0,1
4.0,1.0,2,1.0,17,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,0.6666666666666666,6,0,1
4.0,1.0,1,1.0,6,0,1
4.0,1.0,3,0.75,40,0,1
4.0,1.0,3,1.0,7,0,1
4.0,1.0,3,1.0,12,0,1
4.0,1.0,1,0.75,40,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,0.92,25,0,1
4.0,0.5,10,1.0,3,1,1
4.0,0.5,10,1.0,6,0,1
4.0,0.5,10,1.0,26,0,1
4.0,0.5,10,1.0,3,1,1
4.0,0.5,10,1.0,6,0,1
4.0,0.3333333333333333,3,0.7619047619047619,21,0,1
4.0,1.0,6,1.0,3,1,1
4.0,1.0,6,1.0,1,1,1
4.0,1.0,6,1.0,12,0,1
4.0,1.0,6,1.0,1,1,1
4.0,1.0,6,1.0,2,1,1
4.0,1.0,6,1.0,1,1,1
4.0,0.1111111111111111,18,0.23076923076923078,13,0,1
4.0,0.1111111111111111,18,0.967741935483871,31,0,1
4.0,1.0,1,1.0,8,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,1.0,11,0,1
4.0,1.0,1,0.918918918918919,37,0,1
4.0,1.0,1,0.6290322580645161,62,0,1
4.0,1.0,1,1.0,8,0,1
4.0,0.5,2,0.5,12,0,1
4.0,1.0,1,1.0,2,1,1
4.0,1.0,5,1.0,5,0,1
4.0,1.0,5,1.0,36,0,1
4.0,1.0,5,1.0,3,1,1
4.0,1.0,5,1.0,1,1,1
4.0,1.0,5,1.0,14,0,1
4.0,1.0,3,1.0,1,1,1
4.0,1.0,3,1.0,2,1,1
4.0,1.0,3,1.0,1,1,1
4.0,0.75,4,0.75,40,0,1
4.0,0.75,4,1.0,7,0,1
4.0,0.75,4,1.0,12,0,1
4.0,1.0,3,1.0,63,0,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,3,1.0,3,1,1
4.0,1.0,1,1.0,7,0,1
4.0,0.3333333333333333,3,1.0,3,1,1
4.0,1.0,1,0.6666666666666666,12,0,1
4.0,0.14285714285714285,7,1.0,20,0,1
4.0,0.5,2,1.0,7,0,1
4.0,1.0,1,1.0,10,0,1
4.0,1.0,2,0.84375,64,0,1
4.0,1.0,2,1.0,2,1,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,3,1.0,29,0,1
4.0,1.0,3,1.0,72,0,1
4.0,1.0,3,1.0,7,0,1
4.0,1.0,3,0.5833333333333334,12,0,1
4.0,1.0,3,1.0,13,0,1
4.0,1.0,3,1.0,1,1,1
4.0,0.2,5,1.0,12,0,1
4.0,1.0,2,0.6923076923076923,13,0,1
4.0,1.0,2,0.45454545454545453,11,0,1
4.0,1.0,1,0.6666666666666666,3,1,1
4.0,1.0,1,0.8333333333333334,18,0,1
4.0,1.0,1,0.918918918918919,37,0,1
4.0,1.0,1,0.22388059701492538,67,0,1
4.0,1.0,1,0.918918918918919,37,0,1
4.0,0.2,5,1.0,3,1,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,2,1.0,12,0,1
4.0,1.0,2,1.0,15,0,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,2,0.9459459459459459,37,0,1
4.0,1.0,1,1.0,10,0,1
4.0,1.0,3,0.5,4,0,1
4.0,1.0,3,1.0,2,1,1
4.0,1.0,3,1.0,10,0,1
4.0,0.14285714285714285,7,1.0,7,0,1
4.0,1.0,1,0.8787878787878788,33,0,1
4.0,0.5,2,1.0,6,0,1
4.0,1.0,1,1.0,6,0,1
4.0,1.0,1,0.8888888888888888,18,0,1
4.0,1.0,2,0.6923076923076923,13,0,1
4.0,1.0,2,1.0,1,1,1
4.0,1.0,9,1.0,34,0,1
4.0,1.0,9,1.0,32,0,1
4.0,1.0,9,1.0,23,0,1
4.0,1.0,9,1.0,5,0,1
4.0,1.0,9,1.0,22,0,1
4.0,1.0,9,1.0,45,0,1
4.0,1.0,9,1.0,48,0,1
4.0,1.0,9,1.0,23,0,1
4.0,1.0,9,1.0,26,0,1
4.0,1.0,1,0.92,25,0,1
4.0,0.2857142857142857,7,0.967741935483871,31,0,1
4.0,0.2857142857142857,7,0.22388059701492538,67,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,2,1.0,4,0,1
4.0,1.0,2,1.0,3,1,1
4.0,1.0,1,0.6923076923076923,13,0,1
4.0,1.0,2,1.0,2,1,1
4.0,1.0,2,0.5714285714285714,7,0,1
4.0,1.0,1,0.3870967741935484,31,0,1
4.0,1.0,3,1.0,12,0,1
4.0,1.0,3,0.6666666666666666,12,0,1
4.0,1.0,3,1.0,1,1,1
4.0,1.0,1,1.0,11,0,1
4.0,1.0,1,0.918918918918919,37,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,4,0.84375,64,0,1
4.0,1.0,4,1.0,17,0,1
4.0,1.0,4,1.0,18,0,1
4.0,1.0,4,0.6111111111111112,18,0,1
4.0,1.0,1,1.0,4,0,1
4.0,1.0,1,0.92,25,0,1
4.0,1.0,14,1.0,27,0,1
4.0,1.0,14,1.0,37,0,1
4.0,1.0,14,1.0,37,0,1
4.0,1.0,14,1.0,18,0,1
4.0,1.0,14,1.0,48,0,1
4.0,1.0,14,1.0,56,0,1
4.0,1.0,14,1.0,29,0,1
4.0,1.0,14,1.0,72,0,1
4.0,1.0,14,1.0,33,0,1
4.0,1.0,14,0.9583333333333334,24,0,1
4.0,1.0,14,1.0,20,0,1
4.0,1.0,14,1.0,43,0,1
4.0,1.0,14,1.0,13,0,1
4.0,1.0,14,1.0,12,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,2,1.0,48,0,1
4.0,1.0,2,1.0,43,0,1
4.0,1.0,1,0.3333333333333333,3,1,1
4.0,1.0,1,0.92,25,0,1
4.0,1.0,1,1.0,9,0,1
4.0,1.0,4,1.0,7,0,1
4.0,1.0,4,1.0,8,0,1
4.0,1.0,4,1.0,6,0,1
4.0,1.0,4,1.0,7,0,1
4.0,1.0,1,1.0,9,0,1
4.0,0.5,10,1.0,4,0,1
4.0,0.5,10,1.0,4,0,1
4.0,0.5,10,1.0,8,0,1
4.0,0.5,10,1.0,15,0,1
4.0,0.5,10,1.0,4,0,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,2,1.0,8,0,1
4.0,1.0,5,1.0,23,0,1
4.0,1.0,5,1.0,37,0,1
4.0,1.0,5,1.0,43,0,1
4.0,1.0,5,1.0,48,0,1
4.0,1.0,5,1.0,72,0,1
4.0,0.3333333333333333,3,1.0,10,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,2,1.0,5,0,1
4.0,1.0,2,1.0,2,1,1
4.0,0.8571428571428571,7,1.0,11,0,1
4.0,0.8571428571428571,7,1.0,10,0,1
4.0,0.8571428571428571,7,1.0,27,0,1
4.0,0.8571428571428571,7,0.9285714285714286,14,0,1
4.0,0.8571428571428571,7,1.0,9,0,1
4.0,0.8571428571428571,7,1.0,18,0,1
4.0,0.5,4,0.9166666666666666,12,0,1
4.0,0.5,4,0.9285714285714286,14,0,1
4.0,1.0,1,0.6290322580645161,62,0,1
4.0,1.0,1,1.0,5,0,1
4.0,0.8571428571428571,7,1.0,1,1,1
4.0,0.8571428571428571,7,1.0,33,0,1
4.0,0.8571428571428571,7,1.0,37,0,1
4.0,0.8571428571428571,7,1.0,4,0,1
4.0,0.8571428571428571,7,1.0,4,0,1
4.0,0.8571428571428571,7,1.0,8,0,1
4.0,1.0,1,1.0,1,1,1
4.0,1.0,1,1.0,6,0,1
4.0,1.0,3,1.0,48,0,1
4.0,1.0,3,1.0,8,0,1
4.0,1.0,3,1.0,43,0,1
4.0,1.0,1,1.0,56,0,1
4.0,1.0,4,1.0,23,0,1
4.0,1.0,4,1.0,43,0,1
4.0,1.0,4,1.0,37,0,1
4.0,1.0,4,1.0,48,0,1
4.0,1.0,9,1.0,34,0,1
4.0,1.0,9,1.0,27,0,1
4.0,1.0,9,1.0,2,1,1
4.0,1.0,9,1.0,28,0,1
4.0,1.0,9,1.0,27,0,1
4.0,1.0,9,1.0,37,0,1
4.0,1.0,9,1.0,24,0,1
4.0,1.0,9,1.0,18,0,1
4.0,1.0,9,1.0,24,0,1
4.0,0.25,8,1.0,14,0,1
4.0,0.25,8,1.0,11,0,1
4.0,1.0,2,1.0,12,0,1
4.0,1.0,2,1.0,37,0,1
4.0,1.0,1,1.0,18,0,1
4.0,1.0,1,1.0,5,0,1
4.0,0.3125,16,1.0,5,0,1
4.0,0.3125,16,1.0,7,0,1
4.0,0.3125,16,1.0,5,0,1
4.0,0.3125,16,0.6666666666666666,3,1,1
4.0,0.3125,16,0.9166666666666666,12,0,1
4.0,1.0,1,1.0,3,1,1
4.0,1.0,2,1.0,1,1,1
