drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Phenol,DB03255,Pruritus,C0033774,Approved,,
Hemin,DB03404,Acute intermittent porphyria,C0162565,Approved,,
Deoxycholic Acid,DB03619,Excess subcutaneous fat,C0424620,Approved,,
Benzoic Acid,DB03793,Dermatomyositis,C0011633,Approved,,
Benzoic Acid,DB03793,Scleroderma,C0011644,Approved,,
Benzoic Acid,DB03793,Morphea,C1527383,Approved,,
Benzoic Acid,DB03793,Peyronie Disease,C0030848,Approved,,
Benzoic Acid,DB03793,Pemphigus,C0030807,Approved,,
Benzoic Acid,DB03793,Hyperammonemia,C0220994,Approved,,
Formaldehyde,DB03843,Influenza,C0021400,Approved,,
Urea,DB03904,Impacted cerumen,C0021092,Approved,,
Urea,DB03904,Exanthema,C0015230,Approved,,
Urea,DB03904,Contact Dermatitis,C0011616,Approved,,
Urea,DB03904,Scurfiness of scalp,C0423775,Approved,,
Urea,DB03904,Seborrheic dermatitis,C0036508,Approved,,
Urea,DB03904,Tinea Versicolor,C0040262,Approved,,
Lactic Acid,DB04398,Pruritus,C0033774,Approved,,
Lactose,DB04465,Lactose Intolerance,C0022951,Approved,,
Trioxsalen,DB04571,Photosensitivity of skin,C0349506,Approved,,
Trioxsalen,DB04571,Vitiligo,C0042900,Approved,,
Thiotepa,DB04572,Hodgkin Disease,C0019829,Approved,,
Thiotepa,DB04572,"Pleural Effusion, Malignant",C0080032,Approved,,
Thiotepa,DB04572,Malignant neoplasm of ovary,C1140680,Approved,,
Thiotepa,DB04572,"Lymphoma, Non-Hodgkin",C0024305,Approved,,
Thiotepa,DB04572,Malignant epithelial neoplasm of female breast,C3163805,Approved,,
Thiotepa,DB04572,Malignant ascites,C0220656,Approved,,
Thiotepa,DB04572,Malignant pericardial effusion,C0220655,Approved,,
Thiotepa,DB04572,Malignant neoplasm of urinary bladder,C0005684,Approved,,
Estrone sulfate,DB04574,Atrophic Vaginitis,C0221392,Approved,,
Quinestrol,DB04575,Female hypogonadism syndrome,C0271578,Approved,,
Quinestrol,DB04575,Hot flushes,C0600142,Approved,,
Quinestrol,DB04575,Atrophic Vaginitis,C0221392,Approved,,
Suramin,DB04786,African Trypanosomiasis,C0041228,Approved,,
Clofedanol,DB04837,Coughing,C0010200,Approved,,
Clofedanol,DB04837,Common Cold,C0009443,Approved,,
Clofedanol,DB04837,Allergic rhinitis (disorder),C2607914,Approved,,
Clofedanol,DB04837,"Rhinitis, Vasomotor",C0035460,Approved,,
Clofedanol,DB04837,Rhinorrhea,C1260880,Approved,,
Clofedanol,DB04837,Nasal congestion (finding),C0027424,Approved,,
Clofedanol,DB04837,Rhinitis,C0035455,Approved,,
Fluspirilene,DB04842,Schizophrenia,C0036341,Approved,,
Mepenzolate,DB04843,Gastric ulcer,C0038358,Approved,,
Mepenzolate,DB04843,Peptic Ulcer,C0030920,Approved,,
Ixabepilone,DB04845,Breast Carcinoma,C0678222,Approved,,
Ixabepilone,DB04845,Carcinoma breast stage IV,C0278488,Approved,,
Celiprolol,DB04846,Hypertensive disease,C0020538,Approved,,
Febuxostat,DB04854,Hyperuricemia,C0740394,Approved,,
Dronedarone,DB04855,Paroxysmal atrial fibrillation,C0235480,Approved,,
Nebivolol,DB04861,Hypertensive disease,C0020538,Approved,,
Homoharringtonine,DB04865,"Myeloid Leukemia, Chronic",C0023473,Approved,,
Nilotinib,DB04868,"Leukemia, Myeloid, Accelerated Phase",C0023472,Approved,,
Nilotinib,DB04868,Philadelphia chromosome positive chronic myelogenous leukemia,C0279543,Approved,,
Nilotinib,DB04868,"Leukemia, Myeloid, Chronic-Phase",C0023474,Approved,,
Lorcaserin,DB04871,Obesity,C0028754,Approved,,
Vildagliptin,DB04876,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Voglibose,DB04878,Gaucher Disease,C0017205,Approved,,
Voglibose,DB04878,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Bepotastine,DB04890,Allergic Conjunctivitis,C0009766,Approved,,
Pegaptanib,DB04895,Exudative age-related macular degeneration,C0271084,Approved,,
Milnacipran,DB04896,Fibromyalgia,C0016053,Approved,,
Lucinactant,DB04897,"Respiratory Distress Syndrome, Newborn",C0035220,Approved,,
Nesiritide,DB04899,Decompensated chronic heart failure,C1827266,Approved,,
Nesiritide,DB04899,Decompensated cardiac failure,C0581377,Approved,,
Flibanserin,DB04908,Hypoactive Sexual Desire Disorder,C0020594,Approved,,
Oritavancin,DB04911,"Skin Diseases, Bacterial",C0162627,Approved,,
Oritavancin,DB04911,Staphylococcal Skin Infections,C0038166,Approved,,
Oritavancin,DB04911,Streptococcal infection of skin,C1274355,Approved,,
Clevidipine,DB04920,Hypertensive disease,C0020538,Approved,,
Permethrin,DB04930,Scabies <infestation>,C0036262,Approved,,
Permethrin,DB04930,Pediculus capitis infestation,C0030757,Approved,,
Permethrin,DB04930,Infestation by Phthirus pubis,C0030759,Approved,,
Permethrin,DB04930,Body louse infestation,C0030758,Approved,,
Afamelanotide,DB04931,Erythropoietic Protoporphyria,C0162568,Approved,,
Defibrotide,DB04932,Hepatic Veno-Occlusive Disease,C0019156,Approved,,
Ospemifene,DB04938,Dyspareunia,C1384606,Approved,,
Crofelemer,DB04941,Non-infective diarrhea,C0267436,Approved,,
Tamibarotene,DB04942,Acute Promyelocytic Leukemia,C0023487,Approved,,
Iloperidone,DB04946,Schizophrenia,C0036341,Approved,,
Lofexidine,DB04948,Opioid withdrawal,C0029104,Approved,,
Ingenol Mebutate,DB05013,Actinic keratosis,C0022602,Approved,,
Belinostat,DB05015,Peripheral T-Cell Lymphoma,C0079774,Approved,,
Ataluren,DB05016,"Muscular Dystrophy, Duchenne",C0013264,Approved,,
Trabectedin,DB05109,Malignant neoplasm of ovary,C1140680,Approved,,
Trabectedin,DB05109,liposarcoma,C0023827,Approved,,
Trabectedin,DB05109,leiomyosarcoma,C0023269,Approved,,
Cobimetinib,DB05239,"Malignant melanoma, metastatic",C0860594,Approved,,
Silver sulfadiazine,DB05245,Skin Ulcer,C0037299,Approved,,
Methsuximide,DB05246,Absence Epilepsy,C0014553,Approved,,
Methsuximide,DB05246,Epilepsy,C0014544,Approved,,
Glatiramer Acetate,DB05259,Multiple Sclerosis,C0026769,Approved,,
Ecabet,DB05265,Peptic Ulcer,C0030920,Approved,,
Ibudilast,DB05266,Asthma,C0004096,Approved,,
Rotigotine,DB05271,Restless Legs Syndrome,C0035258,Approved,,
Rotigotine,DB05271,Parkinson Disease,C0030567,Approved,,
Vandetanib,DB05294,Malignant epithelial neoplasm of thyroid,C3163939,Approved,,
Ecallantide,DB05311,"Angioedemas, Hereditary",C0019243,Approved,,
Romiplostim,DB05332,Chronic idiopathic thrombocytopenic purpura,C0272293,Approved,,
Obiltoxaximab,DB05336,Inhalational anthrax,C0155866,Approved,,
Telaprevir,DB05521,"Hepatitis C, Chronic",C0524910,Approved,,
Mipomersen,DB05528,Familial hypercholesterolemia - homozygous,C0342881,Approved,,
Ramucirumab,DB05578,Gastric Adenocarcinoma,C0278701,Approved,,
Ramucirumab,DB05578,Non-Small Cell Lung Carcinoma,C0007131,Approved,,
Sodium stibogluconate,DB05630,Leishmaniasis,C0023281,Approved,,
Apremilast,DB05676,"Arthritis, Psoriatic",C0003872,Approved,,
Apremilast,DB05676,Chronic small plaque psoriasis,C0406317,Approved,,
Ustekinumab,DB05679,Psoriasis,C0033860,Approved,,
Ustekinumab,DB05679,"Arthritis, Psoriatic",C0003872,Approved,,
Trastuzumab emtansine,DB05773,HER2-positive carcinoma of breast,C1960398,Approved,,
Abiraterone,DB05812,Malignant neoplasm of prostate,C0376358,Approved,,
Parathyroid hormone,DB05829,Hypoparathyroidism,C0020626,Approved,,
Cariprazine,DB06016,Schizophrenia,C0036341,Approved,,
Cariprazine,DB06016,Mixed bipolar I disorder,C0236780,Approved,,
Cariprazine,DB06016,"Bipolar affective disorder, current episode manic",C0338873,Approved,,
Sertindole,DB06144,Schizophrenia,C0036341,Approved,,
Sulfathiazole,DB06147,Vulvovaginitis,C0042998,Approved,,
Mianserin,DB06148,Major Depressive Disorder,C1269683,Approved,,
Acetylcysteine,DB06151,Poisoning by acetaminophen,C0237963,Approved,,
Acetylcysteine,DB06151,Bronchiectasis,C0006267,Approved,,
Acetylcysteine,DB06151,Bronchitis,C0006277,Approved,,
Acetylcysteine,DB06151,Amyloidosis,C0002726,Approved,,
Acetylcysteine,DB06151,Pulmonary Cystic Fibrosis,C0392164,Approved,,
Rimonabant,DB06155,Obesity,C0028754,Approved,,
Canakinumab,DB06168,Cryopyrin-Associated Periodic Syndromes,C2316212,Approved,,
Canakinumab,DB06168,Systemic onset juvenile chronic arthritis,C1384600,Approved,,
Canakinumab,DB06168,"Arthritis, Gouty",C0003868,Approved,,
Canakinumab,DB06168,Deficiency of mevalonate kinase,C0342731,Approved,,
Canakinumab,DB06168,Familial Mediterranean Fever,C0031069,Approved,,
Canakinumab,DB06168,TNF receptor-associated periodic fever syndrome (TRAPS),C1275126,Approved,,
Romidepsin,DB06176,Peripheral T-Cell Lymphoma,C0079774,Approved,,
Romidepsin,DB06176,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Ipilimumab,DB06186,"Malignant melanoma, metastatic",C0860594,Approved,,
Icatibant,DB06196,"Angioedemas, Hereditary",C0019243,Approved,,
Rufinamide,DB06201,Lennox-Gastaut syndrome,C0238111,Approved,,
Alogliptin,DB06203,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Tapentadol,DB06204,Pain,C0030193,Approved,,
Silodosin,DB06207,Prostatic Hypertrophy,C1739363,Approved,,
Prasugrel,DB06209,Acute Coronary Syndrome,C0948089,Approved,,
Eltrombopag,DB06210,Chronic idiopathic thrombocytopenic purpura,C0272293,Approved,,
Doripenem,DB06211,Pyelonephritis,C0034186,Approved,,
Doripenem,DB06211,Intraabdominal Infections,C1112209,Approved,,
Doripenem,DB06211,Complicated appendicitis,C1632842,Approved,,
Doripenem,DB06211,Cholecystitis,C0008325,Approved,,
Doripenem,DB06211,Abdominal Abscess,C0243001,Approved,,
Tolvaptan,DB06212,Inappropriate ADH Syndrome,C0021141,Approved,,
Tolvaptan,DB06212,Hyponatremia,C0020625,Approved,,
Tolvaptan,DB06212,"Polycystic Kidney, Autosomal Dominant",C0085413,Approved,,
Asenapine,DB06216,Schizophrenia,C0036341,Approved,,
Asenapine,DB06216,Mixed bipolar I disorder,C0236780,Approved,,
Asenapine,DB06216,"Bipolar affective disorder, current episode manic",C0338873,Approved,,
Dalbavancin,DB06219,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,
Dalbavancin,DB06219,Staphylococcal Skin Infections,C0038166,Approved,,
Dalbavancin,DB06219,"Skin Diseases, Bacterial",C0162627,Approved,,
Avanafil,DB06237,Erectile dysfunction,C0242350,Approved,,
Eflornithine,DB06243,African Trypanosomiasis,C0041228,Approved,,
Incadronic acid,DB06255,Osteoporosis,C0029456,Approved,,
Droxidopa,DB06262,Parkinson Disease,C0030567,Approved,,
Udenafil,DB06267,Erectile dysfunction,C0242350,Approved,,
Sitaxentan,DB06268,Pulmonary arterial hypertension,C2973725,Approved,,
Tocilizumab,DB06273,Rheumatoid Arthritis,C0003873,Approved,,
Tocilizumab,DB06273,Angiolymphoid hyperplasia,C0017531,Approved,,
Alvimopan,DB06274,Postoperative ileus,C0400877,Approved,,
Levocetirizine,DB06282,Hay fever,C0018621,Approved,,
Levocetirizine,DB06282,Allergic rhinitis (disorder),C2607914,Approved,,
Levocetirizine,DB06282,Chronic idiopathic urticaria,C0578870,Approved,,
Ziconotide,DB06283,Chronic pain,C0150055,Approved,,
Ziconotide,DB06283,Severe pain,C0278140,Approved,,
Ziconotide,DB06283,Pain in spine,C0423673,Approved,,
Teriparatide,DB06285,"Osteoporosis, Postmenopausal",C0029458,Approved,,
Temsirolimus,DB06287,Renal Cell Carcinoma,C0007134,Approved,,
Temsirolimus,DB06287,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Approved,,
Amisulpride,DB06288,Chronic schizophrenia,C0221765,Approved,,
Simeprevir,DB06290,"Hepatitis C, Chronic",C0524910,Approved,,
Dapagliflozin,DB06292,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Elotuzumab,DB06317,Multiple Myeloma,C0026764,Approved,,
Saxagliptin,DB06335,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Pertuzumab,DB06366,HER2-positive carcinoma of breast,C1960398,Approved,,
Rilonacept,DB06372,Cryopyrin-Associated Periodic Syndromes,C2316212,Approved,,
Bazedoxifene,DB06401,"Osteoporosis, Postmenopausal",C0029458,Approved,,
Bazedoxifene,DB06401,Hot flushes,C0600142,Approved,,
Telavancin,DB06402,Pneumonia due to Staphylococcus aureus,C2349530,Approved,,
Telavancin,DB06402,"Pneumonia, Bacterial",C0004626,Approved,,
Ambrisentan,DB06403,Pulmonary arterial hypertension,C2973725,Approved,,
Oxymetholone,DB06412,Aplastic Anemia,C0002874,Approved,,
Oxymetholone,DB06412,Hypoplastic anemia,C0178416,Approved,,
Oxymetholone,DB06412,"Anemia, Diamond-Blackfan",C1260899,Approved,,
Armodafinil,DB06413,Narcolepsy,C0027404,Approved,,
Etravirine,DB06414,HIV Infections,C0019693,Approved,,
Calfactant,DB06415,"Respiratory Distress Syndrome, Newborn",C0035220,Approved,,
Tyloxapol,DB06439,"Respiratory Distress Syndrome, Newborn",C0035220,Approved,,
Prucalopride,DB06480,Constipation,C0009806,Approved,,
Pazopanib,DB06589,Renal Cell Carcinoma,C0007134,Approved,,
Pazopanib,DB06589,Sarcoma,C1261473,Approved,,
Ceftaroline fosamil,DB06590,Streptococcus pyogenes infection,C0554628,Approved,,
Ceftaroline fosamil,DB06590,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved,,
Ceftaroline fosamil,DB06590,Escherichia coli Infections,C0014836,Approved,,
Ceftaroline fosamil,DB06590,Pneumonia due to Staphylococcus aureus,C2349530,Approved,,
Ceftaroline fosamil,DB06590,Rhinoscleroma,C0035468,Approved,,
Ceftaroline fosamil,DB06590,Haemophilus influenzae pneumonia,C0276026,Approved,,
Ceftaroline fosamil,DB06590,Staphylococcus aureus infection,C1318973,Approved,,
Ceftaroline fosamil,DB06590,Streptococcal pneumonia,C0155862,Approved,,
Ceftaroline fosamil,DB06590,Pneumonia due to Escherichia coli,C0276089,Approved,,
Agomelatine,DB06594,Major Depressive Disorder,C1269683,Approved,,
Panobinostat,DB06603,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Panobinostat,DB06603,Multiple Myeloma,C0026764,Approved,,
Apixaban,DB06605,Arterial embolus and thrombosis,C0155749,Approved,,
Mepolizumab,DB06612,Eosinophilic Pneumonia,C1527407,Approved,,
Peramivir,DB06614,Influenza,C0021400,Approved,,
Bosutinib,DB06616,"Leukemia, Myeloid, Accelerated Phase",C0023472,Approved,,
Bosutinib,DB06616,Blast Phase,C0005699,Approved,,
Axitinib,DB06626,Renal Cell Carcinoma,C0007134,Approved,,
Isavuconazonium,DB06636,Mucormycosis,C0026718,Approved,,
Isavuconazonium,DB06636,Aspergillosis,C0004030,Approved,,
Dalfampridine,DB06637,Multiple Sclerosis,C0026769,Approved,,
Denosumab,DB06643,"Osteoporosis, Postmenopausal",C0029458,Approved,,
Denosumab,DB06643,Osteoporosis,C0029456,Approved,,
Denosumab,DB06643,Drug-induced osteoporosis,C0264115,Approved,,
Ofatumumab,DB06650,Chronic Lymphocytic Leukemia,C0023434,Approved,,
Liraglutide,DB06655,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Pasireotide,DB06663,Adrenal Gland Hyperfunction,C0001622,Approved,,
golimumab,DB06674,Rheumatoid Arthritis,C0003873,Approved,,
golimumab,DB06674,"Arthritis, Psoriatic",C0003872,Approved,,
golimumab,DB06674,Ankylosing spondylitis,C0038013,Approved,,
golimumab,DB06674,Ulcerative Colitis,C0009324,Approved,,
Belatacept,DB06681,Renal transplant rejection,C0238217,Approved,,
Vilazodone,DB06684,Major Depressive Disorder,C1269683,Approved,,
Mepyramine,DB06691,Sneezing,C0037383,Approved,,
Mepyramine,DB06691,Pruritus,C0033774,Approved,,
Mepyramine,DB06691,Common Cold,C0009443,Approved,,
Mepyramine,DB06691,Influenza-like symptoms,C0392171,Approved,,
Mepyramine,DB06691,Rhinorrhea,C1260880,Approved,,
Mepyramine,DB06691,Allergic Conjunctivitis,C0009766,Approved,,
Mepyramine,DB06691,Hay fever,C0018621,Approved,,
Mepyramine,DB06691,Allergic rhinitis (disorder),C2607914,Approved,,
Mepyramine,DB06691,"Rhinitis, Vasomotor",C0035460,Approved,,
Mepyramine,DB06691,Urticaria,C0042109,Approved,,
Mepyramine,DB06691,Symptomatic dermographism,C0343065,Approved,,
Mepyramine,DB06691,Nasal congestion (finding),C0027424,Approved,,
Mepyramine,DB06691,Sinus headache,C0037195,Approved,,
Mepyramine,DB06691,Dysmenorrhea,C0013390,Approved,,
Aprotinin,DB06692,Hemorrhage,C0019080,Approved,,
Xylometazoline,DB06694,Rhinorrhea,C1260880,Approved,,
Xylometazoline,DB06694,Nasal congestion (finding),C0027424,Approved,,
Betahistine,DB06698,Meniere Disease,C0025281,Approved,,
Desvenlafaxine,DB06700,Major Depressive Disorder,C1269683,Approved,,
Dexmethylphenidate,DB06701,Attention deficit hyperactivity disorder,C1263846,Approved,,
Fesoterodine,DB06702,Increased frequency of micturition,C0042023,Approved,,
Fesoterodine,DB06702,Bladder muscle dysfunction - overactive,C0403643,Approved,,
Fesoterodine,DB06702,Urge Incontinence,C0150045,Approved,,
Fesoterodine,DB06702,Urgency of micturition,C0085606,Approved,,
Lumefantrine,DB06708,"Malaria, Falciparum",C0024535,Approved,,
Methyltestosterone,DB06710,Testicular hypogonadism,C0151721,Approved,,
Methyltestosterone,DB06710,Deficiency of testosterone biosynthesis,C0342527,Approved,,
Methyltestosterone,DB06710,Hormone receptor positive malignant neoplasm of breast,C1562029,Approved,,
Methyltestosterone,DB06710,Hot flushes,C0600142,Approved,,
Methyltestosterone,DB06710,Delayed Puberty,C0034012,Approved,,
Naphazoline,DB06711,Itching of eye,C0022281,Approved,,
Naphazoline,DB06711,Redness of eye,C0235267,Approved,,
Potassium Iodide,DB06715,Coughing,C0010200,Approved,,
Potassium Iodide,DB06715,Common Cold,C0009443,Approved,,
Potassium Iodide,DB06715,Nasal congestion (finding),C0027424,Approved,,
Potassium Iodide,DB06715,Rhinorrhea,C1260880,Approved,,
Potassium Iodide,DB06715,Allergic rhinitis (disorder),C2607914,Approved,,
Fosaprepitant,DB06717,Chemotherapy-induced nausea and vomiting,C0401160,Approved,,
Stanozolol,DB06718,"Angioedemas, Hereditary",C0019243,Approved,,
Velaglucerase alfa,DB06720,Gaucher Disease,C0017205,Approved,,
Velaglucerase alfa,DB06720,"Gaucher Disease, Type 1",C1961835,Approved,,
Aluminum hydroxide,DB06723,Gastric ulcer,C0038358,Approved,,
Aluminum hydroxide,DB06723,Heartburn,C0018834,Approved,,
Aluminum hydroxide,DB06723,Peptic Ulcer,C0030920,Approved,,
Aluminum hydroxide,DB06723,Dyspepsia,C0013395,Approved,,
Aluminum hydroxide,DB06723,Duodenal Ulcer,C0013295,Approved,,
Aluminum hydroxide,DB06723,Gastroesophageal reflux disease,C0017168,Approved,,
Calcium carbonate,DB06724,Hypocalcemia,C0020598,Approved,,
Calcium carbonate,DB06724,Dyspepsia,C0013395,Approved,,
Lornoxicam,DB06725,Pain,C0030193,Approved,,
Ambroxol,DB06742,Sore Throat,C0242429,Approved,,
Glycine betaine,DB06756,Homocystinuria,C0019880,Approved,,
Glycine betaine,DB06756,Klebsiella cystitis,C0520775,Approved,,
Glycine betaine,DB06756,Escherichia coli urinary tract infection,C0577708,Approved,,
Glycine betaine,DB06756,Infective cystitis,C0600041,Approved,,
Glycine betaine,DB06756,Cystitis,C0010692,Approved,,
Glycine betaine,DB06756,PYELONEPHRITIS E COLI,C0748196,Approved,,
Sacrosidase,DB06760,"Sucrase-isomaltase deficiency, congenital",C1283620,Approved,,
Beractant,DB06761,"Respiratory Distress Syndrome, Newborn",C0035220,Approved,,
Tetryzoline,DB06764,Rhinorrhea,C1260880,Approved,,
Tetryzoline,DB06764,Redness of eye,C0235267,Approved,,
Tetryzoline,DB06764,Nasal congestion (finding),C0027424,Approved,,
Alcaftadine,DB06766,Allergic Conjunctivitis,C0009766,Approved,,
Ammonium chloride,DB06767,Coughing,C0010200,Approved,,
Ammonium chloride,DB06767,Nasal congestion (finding),C0027424,Approved,,
Ammonium chloride,DB06767,Common Cold,C0009443,Approved,,
Ammonium chloride,DB06767,Rhinorrhea,C1260880,Approved,,
Ammonium lactate,DB06768,Seborrheic dermatitis,C0036508,Approved,,
Ammonium lactate,DB06768,Exanthema,C0015230,Approved,,
Ammonium lactate,DB06768,Dry skin,C0151908,Approved,,
Ammonium lactate,DB06768,Pruritus Ani,C0033775,Approved,,
Ammonium lactate,DB06768,Contact Dermatitis,C0011616,Approved,,
Ammonium lactate,DB06768,Pruritus,C0033774,Approved,,
Ammonium lactate,DB06768,Pruritus of genital organs,C0033777,Approved,,
Ammonium lactate,DB06768,"Dermatitis, Atopic",C0011615,Approved,,
Ammonium lactate,DB06768,Granuloma Annulare,C0085074,Approved,,
Bendamustine,DB06769,"Lymphoma, Follicular",C0024301,Approved,,
Bendamustine,DB06769,Chronic Lymphocytic Leukemia,C0023434,Approved,,
Benzyl alcohol,DB06770,Skin irritation,C0152030,Approved,,
Benzyl alcohol,DB06770,Pruritus,C0033774,Approved,,
Besifloxacin,DB06771,Bacterial conjunctivitis,C0009768,Approved,,
Cabazitaxel,DB06772,Metastatic Prostate Carcinoma,C0936223,Approved,,
Capsaicin,DB06774,Postherpetic neuralgia,C0032768,Approved,,
Capsaicin,DB06774,Arthritic pains,C0857177,Approved,,
Capsaicin,DB06774,Sprains and Strains,C0038048,Approved,,
Capsaicin,DB06774,Neuralgia,C0027796,Approved,,
Capsaicin,DB06774,Back Pain,C0004604,Approved,,
Chenodeoxycholic acid,DB06777,Cholelithiasis,C0008350,Approved,,
Dimercaprol,DB06782,Arsenic Poisoning,C0311375,Approved,,
Dimercaprol,DB06782,Accidental poisoning by lead and its compounds and fumes,C0261486,Approved,,
Prussian blue,DB06783,Thallium poisoning,C0238452,Approved,,
Halcinonide,DB06786,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Halcinonide,DB06786,"Lupus Erythematosus, Discoid",C0024138,Approved,,
Halcinonide,DB06786,Lichen Simplex Chronicus,C0149922,Approved,,
Halcinonide,DB06786,Seborrheic dermatitis,C0036508,Approved,,
Halcinonide,DB06786,Exanthema,C0015230,Approved,,
Halcinonide,DB06786,Contact Dermatitis,C0011616,Approved,,
Halcinonide,DB06786,Pruritus Ani,C0033775,Approved,,
Halcinonide,DB06786,Pruritus of genital organs,C0033777,Approved,,
Halcinonide,DB06786,"Dermatitis, Atopic",C0011615,Approved,,
Halcinonide,DB06786,Granuloma Annulare,C0085074,Approved,,
Halcinonide,DB06786,Chronic small plaque psoriasis,C0406317,Approved,,
Halcinonide,DB06786,Scalp psoriasis,C0406326,Approved,,
Histrelin,DB06788,Precocious Puberty,C0034013,Approved,,
Lanreotide,DB06791,Acromegaly,C0001206,Approved,,
Lanreotide,DB06791,Hypersomatotropic gigantism,C0001207,Approved,,
Lodoxamide,DB06794,"Conjunctivitis, Vernal",C0009773,Approved,,
Lodoxamide,DB06794,"Keratoconjunctivitis, Vernal",C0022577,Approved,,
Hexamethylenetetramine,DB06799,Urinary tract infection,C0042029,Approved,,
Methylnaltrexone,DB06800,Drug-induced constipation,C0267511,Approved,,
Niclosamide,DB06803,Teniasis,C0039254,Approved,,
Niclosamide,DB06803,Diphyllobothriasis,C0012561,Approved,,
Plerixafor,DB06809,Multiple Myeloma,C0026764,Approved,,
Polidocanol,DB06811,Varicosity,C0042345,Approved,,
Pralatrexate,DB06813,Peripheral T-Cell Lymphoma,C0079774,Approved,,
Raltegravir,DB06817,HIV Infections,C0019693,Approved,,
Sodium phenylbutyrate,DB06819,Carbamoyl-Phosphate Synthase I Deficiency Disease,C0751753,Approved,,
Sodium phenylbutyrate,DB06819,Citrullinemia,C0175683,Approved,,
Sodium phenylbutyrate,DB06819,"Urea Cycle Disorders, Inborn",C0154246,Approved,,
Sulconazole,DB06820,Tinea corporis (disorder),C0040252,Approved,,
Sulconazole,DB06820,Tinea Versicolor,C0040262,Approved,,
Sulconazole,DB06820,Tinea Pedis,C0040259,Approved,,
Sulconazole,DB06820,Tinea cruris,C1384589,Approved,,
Tiopronin,DB06823,Cystinuria,C0010691,Approved,,
Triethylenetetramine,DB06824,Renal Cell Carcinoma,C0007134,Approved,,
Triethylenetetramine,DB06824,Hepatolenticular Degeneration,C0019202,Approved,,
Triethylenetetramine,DB06824,Scalp psoriasis,C0406326,Approved,,
Triethylenetetramine,DB06824,Chronic small plaque psoriasis,C0406317,Approved,,
Unoprostone,DB06826,Ocular Hypertension,C0028840,Approved,,
Unoprostone,DB06826,"Glaucoma, Open-Angle",C0017612,Approved,,
Tranilast,DB07615,Asthma,C0004096,Approved,,
Tranilast,DB07615,Allergic rhinitis (disorder),C2607914,Approved,,
Tranilast,DB07615,Keloid,C0022548,Approved,,
Tranilast,DB07615,"Cicatrix, Hypertrophic",C0162810,Approved,,
Parecoxib,DB08439,Acute postoperative pain,C2215257,Approved,,
Diloxanide,DB08792,Amebiasis,C0002438,Approved,,
Azidocillin,DB08795,Respiratory Tract Infections,C0035243,Approved,,
Salicylamide,DB08797,Back Pain,C0004604,Approved,,
Salicylamide,DB08797,Headache Disorders,C0393735,Approved,,
Salicylamide,DB08797,Arthralgia,C0003862,Approved,,
Salicylamide,DB08797,Fever,C0015967,Approved,,
Salicylamide,DB08797,Pain,C0030193,Approved,,
Antazoline,DB08799,"Rhinitis, Vasomotor",C0035460,Approved,,
Antazoline,DB08799,Symptomatic dermographism,C0343065,Approved,,
Antazoline,DB08799,Nasal congestion (finding),C0027424,Approved,,
Antazoline,DB08799,Pruritus,C0033774,Approved,,
Antazoline,DB08799,Itching of eye,C0022281,Approved,,
Antazoline,DB08799,Sneezing,C0037383,Approved,,
Antazoline,DB08799,Rhinorrhea,C1260880,Approved,,
Antazoline,DB08799,Allergic Conjunctivitis,C0009766,Approved,,
Antazoline,DB08799,Redness of eye,C0235267,Approved,,
Antazoline,DB08799,Urticaria,C0042109,Approved,,
Antazoline,DB08799,Allergic rhinitis (disorder),C2607914,Approved,,
Nandrolone decanoate,DB08804,Anemia in chronic kidney disease,C1561828,Approved,,
Roxatidine acetate,DB08806,Gastric ulcer,C0038358,Approved,,
Roxatidine acetate,DB08806,Gastroesophageal reflux disease,C0017168,Approved,,
Roxatidine acetate,DB08806,Zollinger-Ellison syndrome,C0043515,Approved,,
Bupranolol,DB08808,Glaucoma,C0017601,Approved,,
Bupranolol,DB08808,Hypertensive disease,C0020538,Approved,,
Lurasidone,DB08815,Schizophrenia,C0036341,Approved,,
Lurasidone,DB08815,"Depression, Bipolar",C0005587,Approved,,
Ticagrelor,DB08816,Acute Coronary Syndrome,C0948089,Approved,,
Ticagrelor,DB08816,Peripheral Vascular Diseases,C0085096,Approved,,
Tafluprost,DB08819,Ocular Hypertension,C0028840,Approved,,
Tafluprost,DB08819,"Glaucoma, Open-Angle",C0017612,Approved,,
Ivacaftor,DB08820,Pulmonary Cystic Fibrosis,C0392164,Approved,,
Azilsartan medoxomil,DB08822,Hypertensive disease,C0020538,Approved,,
Spinosad,DB08823,Pediculus capitis infestation,C0030757,Approved,,
