drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Fomepizole,DB01213,Ethylene glycol poisoning (disorder),C0413194,Approved,,
Finasteride,DB01216,"Alopecia, Male Pattern",C4083212,Approved,,
Dantrolene,DB01219,Malignant hyperpyrexia due to anesthesia,C0024591,Approved,,
Dantrolene,DB01219,Muscle spasticity of spinal origin,C1562430,Approved,,
Budesonide,DB01222,Crohn's disease in remission,C1960764,Approved,,
Aminophylline,DB01223,Lung diseases,C0024115,Approved,,
Aminophylline,DB01223,Asthma night-time symptoms,C1273489,Approved,,
Aminophylline,DB01223,Asthma-chronic obstructive pulmonary disease overlap syndrome,C4038730,Approved,,
Encainide,DB01228,Premature ventricular contractions,C0151636,Approved,,
Paclitaxel,DB01229,Secondary malignant neoplasm of pancreas,C0346976,Approved,,
Metoclopramide,DB01233,Gastroparesis due to diabetes mellitus,C0267176,Approved,,
Dexamethasone,DB01234,Keloid,C0022548,Approved,,
Dexamethasone,DB01234,Branch retinal vein occlusion with macular edema,C0339507,Approved,,
Dexamethasone,DB01234,Allergic otitis externa,C1320547,Approved,,
Dexamethasone,DB01234,Central retinal vein occlusion with macular edema,C0339498,Approved,,
Aripiprazole,DB01238,Autistic Disorder,C0004352,Approved,,
Olsalazine,DB01250,Ulcerative colitis in remission,C3697010,Approved,,
Dasatinib,DB01254,Philadelphia chromosome-positive acute lymphoblastic leukemia,C1960397,Approved,,
Dasatinib,DB01254,Blast Phase,C0005699,Approved,,
Dasatinib,DB01254,"Leukemia, Myeloid, Chronic-Phase",C0023474,Approved,,
Lisdexamfetamine,DB01255,Binge eating disorder,C0596170,Approved,,
Retapamulin,DB01256,Impetigo,C0021099,Approved,,
Retapamulin,DB01256,Superficial bacterial infection of skin,C0342985,Approved,,
Eculizumab,DB01257,Paroxysmal nocturnal hemoglobinuria,C0024790,Approved,,
Eculizumab,DB01257,Congenital hemolytic uremic syndrome,C2919522,Approved,,
Desonide,DB01260,Crohn's disease in remission,C1960764,Approved,,
Posaconazole,DB01263,Fusariosis,C0276758,Approved,,
Posaconazole,DB01263,Chromoblastomycosis,C0008582,Approved,,
Posaconazole,DB01263,Mycetoma,C0024449,Approved,,
Posaconazole,DB01263,Coccidioidomycosis,C0009186,Approved,,
Sinecatechins,DB01266,Condylomata Acuminata,C0009663,Approved,,
Sinecatechins,DB01266,Perianal warts,C0343730,Approved,,
Sunitinib,DB01268,Gastrointestinal Stromal Tumors,C0238198,Approved,,
Panitumumab,DB01269,Secondary malignant neoplasm of colon,C0346974,Approved,,
Ranibizumab,DB01270,Central retinal vein occlusion with macular edema,C0339498,Approved,,
Ranibizumab,DB01270,Branch retinal vein occlusion with macular edema,C0339507,Approved,,
Ranibizumab,DB01270,Diabetic macular edema,C0730285,Approved,,
Ranibizumab,DB01270,Diabetic Retinopathy,C0011884,Approved,,
Idursulfase,DB01271,Mucopolysaccharidosis II,C0026705,Approved,,
Alglucosidase alfa,DB01272,Generalized glycogen storage disease of infants,C0342751,Approved,,
Mecasermin,DB01277,Laron Syndrome,C0271568,Approved,,
Galsulfase,DB01279,Mucopolysaccharidosis VI,C0026709,Approved,,
Nelarabine,DB01280,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C1961099,Approved,,
Nelarabine,DB01280,Precursor T-cell lymphoblastic lymphoma,C1292758,Approved,,
Abatacept,DB01281,Juvenile arthritis,C3495559,Approved,,
Carbetocin,DB01282,Prader-Willi Syndrome,C0032897,Approved,,
Carbetocin,DB01282,Uterine Inertia,C0042135,Approved,,
Corticotropin,DB01285,West Syndrome,C0037769,Approved,,
Corticotropin,DB01285,Exacerbation of multiple sclerosis,C0581392,Approved,,
Corticotropin,DB01285,Stevens-Johnson Syndrome,C0038325,Approved,,
Pirbuterol,DB01291,Lung diseases,C0024115,Approved,,
Cefoxitin,DB01331,Female pelvic cellulitis,C0349734,Approved,,
Cefoxitin,DB01331,Lung Abscess,C0024110,Approved,,
Cortisone acetate,DB01380,Gingival Diseases,C0017563,Approved,,
Cortisone acetate,DB01380,Chronic ulcerative proctitis,C2937222,Approved,,
Cortisone acetate,DB01380,Itching of ear,C0849907,Approved,,
Colchicine,DB01394,Familial Mediterranean Fever,C0031069,Approved,,
Colchicine,DB01394,Chronic gouty arthritis,C0268108,Approved,,
Magnesium salicylate,DB01397,Shoulder tendinitis,C0262633,Approved,,
Neostigmine,DB01400,Myasthenia Gravis,C0026896,Approved,,
Danazol,DB01406,Breast Fibrocystic Disease,C0016034,Approved,,
Testosterone Propionate,DB01420,Cryptorchidism,C0010417,Approved,,
Testosterone Propionate,DB01420,Klinefelter Syndrome,C0022735,Approved,,
Paromomycin,DB01421,Chronic intestinal amebiasis,C0002440,Approved,,
Paromomycin,DB01421,Hepatic Coma,C0019147,Approved,,
Aprindine,DB01429,Supraventricular arrhythmia,C0428974,Approved,,
Alfacalcidol,DB01436,Renal Osteodystrophy,C0035086,Approved,,
Alfacalcidol,DB01436,Hyperparathyroidism,C0020502,Approved,,
Alfacalcidol,DB01436,Neonatal hypocalcemia,C0342634,Approved,,
Gamma Hydroxybutyric Acid,DB01440,Narcolepsy-Cataplexy Syndrome,C0751362,Approved,,
Ursodeoxycholic acid,DB01586,Cholelithiasis,C0008350,Approved,,
Ursodeoxycholic acid,DB01586,Primary biliary cirrhosis,C0008312,Approved,,
Everolimus,DB01590,Angiomyolipoma of kidney,C0241961,Approved,,
Everolimus,DB01590,Tuberous Sclerosis,C0041341,Approved,,
Iron,DB01592,Anemia of prematurity,C0158996,Approved,,
Iron,DB01592,Megaloblastic anemia due to folate deficiency,C0151482,Approved,,
Tazobactam,DB01606,Appendicitis,C0003615,Approved,,
Ticarcillin,DB01607,Lung Abscess,C0024110,Approved,,
Ticarcillin,DB01607,Salpingitis,C0036130,Approved,,
Ticarcillin,DB01607,"Empyema, Pleural",C0014013,Approved,,
Ticarcillin,DB01607,Pelvic abscess,C0030785,Approved,,
Deferasirox,DB01609,Chronic iron overload,C1739382,Approved,,
Deferasirox,DB01609,beta Thalassemia,C0005283,Approved,,
Hydroxychloroquine,DB01611,Ovale malaria,C0152072,Approved,,
Hydroxychloroquine,DB01611,Quartan malaria,C0024536,Approved,,
Lincomycin,DB01627,Pneumococcal Infections,C0032269,Approved,,
Roflumilast,DB01656,Severe chronic obstructive pulmonary disease,C0730607,Approved,,
Cholic Acid,DB02659,Biliary Tract Diseases,C0005424,Approved,,
Cholic Acid,DB02659,Cholelithiasis,C0008350,Approved,,
Cholic Acid,DB02659,3-Beta-hydroxy-delta-5-C27-steroid dehydrogenase deficiency,C0342826,Approved,,
Cholic Acid,DB02659,Delta-4-3-oxosteroid-5-beta-reductase deficiency,C0342827,Approved,,
Cholic Acid,DB02659,"Xanthomatosis, Cerebrotendinous",C0238052,Approved,,
Nicotinamide,DB02701,Pellagra,C0030783,Approved,,
Fusidic Acid,DB02703,Furunculosis,C0016867,Approved,,
Fusidic Acid,DB02703,Endemic Flea-Borne Typhus,C0041472,Approved,,
Fusidic Acid,DB02703,Keratoconjunctivitis,C0022573,Approved,,
Fusidic Acid,DB02703,Rickettsia Infections,C0035585,Approved,,
Fusidic Acid,DB02703,Boutonneuse Fever,C0006060,Approved,,
Fusidic Acid,DB02703,Citrobacter sepsis,C1096254,Approved,,
Fusidic Acid,DB02703,Q fever endocarditis,C0340354,Approved,,
Fusidic Acid,DB02703,Pneumococcal Infections,C0032269,Approved,,
Fusidic Acid,DB02703,Cutaneous anthrax,C0003177,Approved,,
Fusidic Acid,DB02703,Paronychia Inflammation,C0030578,Approved,,
Fusidic Acid,DB02703,Folliculitis,C0016436,Approved,,
Fusidic Acid,DB02703,Brill-Zinsser Disease,C0006181,Approved,,
Fusidic Acid,DB02703,Cholera,C0008354,Approved,,
Fusidic Acid,DB02703,"Typhus, Epidemic Louse-Borne",C0041473,Approved,,
Fusidic Acid,DB02703,Pseudomonas aeruginosa meningitis,C3665869,Approved,,
Fusidic Acid,DB02703,Klebsiella sepsis,C0745528,Approved,,
Fusidic Acid,DB02703,Chlamydia Infections,C0008149,Approved,,
Fusidic Acid,DB02703,Gastrointestinal anthrax,C0152945,Approved,,
Fusidic Acid,DB02703,Bartonella Infections,C0004771,Approved,,
Fusidic Acid,DB02703,Scrub Typhus,C0036472,Approved,,
Hemin,DB03404,Acute intermittent porphyria,C0162565,Approved,,
Deoxycholic Acid,DB03619,Excess subcutaneous fat,C0424620,Approved,,
Benzoic Acid,DB03793,Dermatomyositis,C0011633,Approved,,
Benzoic Acid,DB03793,Morphea,C1527383,Approved,,
Benzoic Acid,DB03793,Peyronie Disease,C0030848,Approved,,
Benzoic Acid,DB03793,Hyperammonemia,C0220994,Approved,,
Urea,DB03904,Impacted cerumen,C0021092,Approved,,
Lactose,DB04465,Lactose Intolerance,C0022951,Approved,,
Trioxsalen,DB04571,Photosensitivity of skin,C0349506,Approved,,
Trioxsalen,DB04571,Vitiligo,C0042900,Approved,,
Thiotepa,DB04572,"Pleural Effusion, Malignant",C0080032,Approved,,
Thiotepa,DB04572,Malignant ascites,C0220656,Approved,,
Thiotepa,DB04572,Malignant pericardial effusion,C0220655,Approved,,
Thiotepa,DB04572,Malignant neoplasm of urinary bladder,C0005684,Approved,,
Suramin,DB04786,African Trypanosomiasis,C0041228,Approved,,
Dronedarone,DB04855,Paroxysmal atrial fibrillation,C0235480,Approved,,
Nilotinib,DB04868,"Leukemia, Myeloid, Chronic-Phase",C0023474,Approved,,
Nesiritide,DB04899,Decompensated chronic heart failure,C1827266,Approved,,
Flibanserin,DB04908,Hypoactive Sexual Desire Disorder,C0020594,Approved,,
Oritavancin,DB04911,"Skin Diseases, Bacterial",C0162627,Approved,,
Oritavancin,DB04911,Staphylococcal Skin Infections,C0038166,Approved,,
Oritavancin,DB04911,Streptococcal infection of skin,C1274355,Approved,,
Permethrin,DB04930,Body louse infestation,C0030758,Approved,,
Afamelanotide,DB04931,Erythropoietic Protoporphyria,C0162568,Approved,,
Defibrotide,DB04932,Hepatic Veno-Occlusive Disease,C0019156,Approved,,
Ospemifene,DB04938,Dyspareunia,C1384606,Approved,,
Crofelemer,DB04941,Non-infective diarrhea,C0267436,Approved,,
Lofexidine,DB04948,Opioid withdrawal,C0029104,Approved,,
Ataluren,DB05016,"Muscular Dystrophy, Duchenne",C0013264,Approved,,
Trabectedin,DB05109,liposarcoma,C0023827,Approved,,
Trabectedin,DB05109,leiomyosarcoma,C0023269,Approved,,
Silver sulfadiazine,DB05245,Skin Ulcer,C0037299,Approved,,
Vandetanib,DB05294,Malignant epithelial neoplasm of thyroid,C3163939,Approved,,
Ecallantide,DB05311,"Angioedemas, Hereditary",C0019243,Approved,,
Romiplostim,DB05332,Chronic idiopathic thrombocytopenic purpura,C0272293,Approved,,
Ramucirumab,DB05578,Gastric Adenocarcinoma,C0278701,Approved,,
Sodium stibogluconate,DB05630,Leishmaniasis,C0023281,Approved,,
Trastuzumab emtansine,DB05773,HER2-positive carcinoma of breast,C1960398,Approved,,
Sulfathiazole,DB06147,Vulvovaginitis,C0042998,Approved,,
Acetylcysteine,DB06151,Poisoning by acetaminophen,C0237963,Approved,,
Acetylcysteine,DB06151,Amyloidosis,C0002726,Approved,,
Canakinumab,DB06168,Cryopyrin-Associated Periodic Syndromes,C2316212,Approved,,
Canakinumab,DB06168,Systemic onset juvenile chronic arthritis,C1384600,Approved,,
Canakinumab,DB06168,Deficiency of mevalonate kinase,C0342731,Approved,,
Canakinumab,DB06168,Familial Mediterranean Fever,C0031069,Approved,,
Canakinumab,DB06168,TNF receptor-associated periodic fever syndrome (TRAPS),C1275126,Approved,,
Icatibant,DB06196,"Angioedemas, Hereditary",C0019243,Approved,,
Eltrombopag,DB06210,Chronic idiopathic thrombocytopenic purpura,C0272293,Approved,,
Doripenem,DB06211,Complicated appendicitis,C1632842,Approved,,
Doripenem,DB06211,Cholecystitis,C0008325,Approved,,
Tolvaptan,DB06212,Inappropriate ADH Syndrome,C0021141,Approved,,
Tolvaptan,DB06212,Hyponatremia,C0020625,Approved,,
Tolvaptan,DB06212,"Polycystic Kidney, Autosomal Dominant",C0085413,Approved,,
Dalbavancin,DB06219,Staphylococcal Skin Infections,C0038166,Approved,,
Dalbavancin,DB06219,"Skin Diseases, Bacterial",C0162627,Approved,,
Eflornithine,DB06243,African Trypanosomiasis,C0041228,Approved,,
Tocilizumab,DB06273,Angiolymphoid hyperplasia,C0017531,Approved,,
Alvimopan,DB06274,Postoperative ileus,C0400877,Approved,,
Ziconotide,DB06283,Pain in spine,C0423673,Approved,,
Amisulpride,DB06288,Chronic schizophrenia,C0221765,Approved,,
Pertuzumab,DB06366,HER2-positive carcinoma of breast,C1960398,Approved,,
Rilonacept,DB06372,Cryopyrin-Associated Periodic Syndromes,C2316212,Approved,,
Oxymetholone,DB06412,Hypoplastic anemia,C0178416,Approved,,
Pazopanib,DB06589,Sarcoma,C1261473,Approved,,
Apixaban,DB06605,Arterial embolus and thrombosis,C0155749,Approved,,
Mepolizumab,DB06612,Eosinophilic Pneumonia,C1527407,Approved,,
Bosutinib,DB06616,Blast Phase,C0005699,Approved,,
Isavuconazonium,DB06636,Mucormycosis,C0026718,Approved,,
Denosumab,DB06643,Drug-induced osteoporosis,C0264115,Approved,,
Pasireotide,DB06663,Adrenal Gland Hyperfunction,C0001622,Approved,,
Aprotinin,DB06692,Hemorrhage,C0019080,Approved,,
Betahistine,DB06698,Meniere Disease,C0025281,Approved,,
Stanozolol,DB06718,"Angioedemas, Hereditary",C0019243,Approved,,
Velaglucerase alfa,DB06720,"Gaucher Disease, Type 1",C1961835,Approved,,
Glycine betaine,DB06756,Homocystinuria,C0019880,Approved,,
Sacrosidase,DB06760,"Sucrase-isomaltase deficiency, congenital",C1283620,Approved,,
Ammonium lactate,DB06768,Dry skin,C0151908,Approved,,
Capsaicin,DB06774,Neuralgia,C0027796,Approved,,
Chenodeoxycholic acid,DB06777,Cholelithiasis,C0008350,Approved,,
Dimercaprol,DB06782,Arsenic Poisoning,C0311375,Approved,,
Dimercaprol,DB06782,Accidental poisoning by lead and its compounds and fumes,C0261486,Approved,,
Prussian blue,DB06783,Thallium poisoning,C0238452,Approved,,
Histrelin,DB06788,Precocious Puberty,C0034013,Approved,,
Lanreotide,DB06791,Hypersomatotropic gigantism,C0001207,Approved,,
Lodoxamide,DB06794,"Conjunctivitis, Vernal",C0009773,Approved,,
Lodoxamide,DB06794,"Keratoconjunctivitis, Vernal",C0022577,Approved,,
Niclosamide,DB06803,Teniasis,C0039254,Approved,,
Niclosamide,DB06803,Diphyllobothriasis,C0012561,Approved,,
Polidocanol,DB06811,Varicosity,C0042345,Approved,,
Sodium phenylbutyrate,DB06819,Carbamoyl-Phosphate Synthase I Deficiency Disease,C0751753,Approved,,
Sodium phenylbutyrate,DB06819,Citrullinemia,C0175683,Approved,,
Sodium phenylbutyrate,DB06819,"Urea Cycle Disorders, Inborn",C0154246,Approved,,
Tiopronin,DB06823,Cystinuria,C0010691,Approved,,
Triethylenetetramine,DB06824,Hepatolenticular Degeneration,C0019202,Approved,,
Tranilast,DB07615,Keloid,C0022548,Approved,,
Tranilast,DB07615,"Cicatrix, Hypertrophic",C0162810,Approved,,
Diloxanide,DB08792,Amebiasis,C0002438,Approved,,
Azidocillin,DB08795,Respiratory Tract Infections,C0035243,Approved,,
Bupranolol,DB08808,Glaucoma,C0017601,Approved,,
Deferiprone,DB08826,beta Thalassemia,C0005283,Approved,,
Deferiprone,DB08826,Iron Overload,C0282193,Approved,,
Vismodegib,DB08828,Basal cell carcinoma,C0007117,Approved,,
Ulipristal,DB08867,Uterine Fibroids,C0042133,Approved,,
Tesamorelin,DB08869,Lipodystrophy due to Human immunodeficiency virus infection and antiretroviral therapy,C3854116,Approved,,
Brentuximab vedotin,DB08870,Anaplastic large T-cell systemic malignant lymphoma,C1275317,Approved,,
Eribulin,DB08871,liposarcoma,C0023827,Approved,,
Fidaxomicin,DB08874,"Enterocolitis, Pseudomembranous",C0014358,Approved,,
Fidaxomicin,DB08874,Clostridium difficile infection,C0343386,Approved,,
Fidaxomicin,DB08874,Clostridium Infections,C0009062,Approved,,
Cabozantinib,DB08875,Medullary carcinoma of thyroid,C0238462,Approved,,
Ruxolitinib,DB08877,Myelofibrosis,C0026987,Approved,,
Aflibercept,DB08885,Central retinal vein occlusion with macular edema,C0339498,Approved,,
Aflibercept,DB08885,Branch retinal vein occlusion with macular edema,C0339507,Approved,,
Aflibercept,DB08885,Diabetic macular edema,C0730285,Approved,,
Ocriplasmin,DB08888,Vitreomacular traction syndrome,C0730274,Approved,,
Linaclotide,DB08890,Irritable bowel syndrome characterized by constipation,C1868889,Approved,,
Linaclotide,DB08890,Chronic idiopathic constipation,C0267509,Approved,,
Regorafenib,DB08896,Gastrointestinal Stromal Tumors,C0238198,Approved,,
Teduglutide,DB08900,Short Bowel Syndrome,C0036992,Approved,,
Ponatinib,DB08901,Philadelphia chromosome-positive acute lymphoblastic leukemia,C1960397,Approved,,
Bedaquiline,DB08903,"Tuberculosis, Drug-Resistant",C0206525,Approved,,
Glycerol Phenylbutyrate,DB08909,"Urea Cycle Disorders, Inborn",C0154246,Approved,,
Afatinib,DB08916,Epidermal growth factor receptor positive non-small cell lung cancer,C1960925,Approved,,
Riociguat,DB08931,Chronic thromboembolic pulmonary hypertension,C2363973,Approved,,
Isoxsuprine,DB08941,Vascular Diseases,C0042373,Approved,,
Isoxsuprine,DB08941,Cerebrovascular Disorders,C0007820,Approved,,
Isoxsuprine,DB08941,Raynaud Disease,C0034734,Approved,,
Floctafenine,DB08976,Acute onset pain,C0184567,Approved,,
Captodiame,DB09014,Anxiety Disorders,C0003469,Approved,,
Miltefosine,DB09031,"Leishmaniasis, Visceral",C0023290,Approved,,
Miltefosine,DB09031,"Leishmaniasis, Cutaneous",C0023283,Approved,,
Miltefosine,DB09031,Mucocutaneous leishmaniasis,C1328252,Approved,,
Nivolumab,DB09035,Squamous cell carcinoma of lung,C0149782,Approved,,
Nivolumab,DB09035,Metastatic Renal Cell Cancer,C0278678,Approved,,
Siltuximab,DB09036,Angiolymphoid hyperplasia,C0017531,Approved,,
Efinaconazole,DB09040,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Approved,,
Tavaborole,DB09041,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Approved,,
Tavaborole,DB09041,Onychomycosis due to Trichophyton rubrum,C0276754,Approved,,
Tedizolid Phosphate,DB09042,Staphylococcal Skin Infections,C0038166,Approved,,
Tedizolid Phosphate,DB09042,"Skin Diseases, Bacterial",C0162627,Approved,,
Tedizolid Phosphate,DB09042,Streptococcal infection of skin,C1274355,Approved,,
Metreleptin,DB09046,Familial generalized lipodystrophy,C0221032,Approved,,
Metreleptin,DB09046,Acquired generalized lipodystrophy,C0271693,Approved,,
Metreleptin,DB09046,Acquired partial lipodystrophy,C0220989,Approved,,
Finafloxacin,DB09047,Acute otitis externa,C0149948,Approved,,
Elosulfase alfa,DB09051,"Mucopolysaccharidosis, MPS-IV-A",C0086651,Approved,,
Blinatumomab,DB09052,Pre B-cell acute lymphoblastic leukemia,C0349636,Approved,,
Idelalisib,DB09054,Small Lymphocytic Lymphoma,C0855095,Approved,,
Tasimelteon,DB09071,Non-24 hour sleep-wake cycle,C0393772,Approved,,
Sodium oxybate,DB09072,Narcolepsy-Cataplexy Syndrome,C0751362,Approved,,
Palbociclib,DB09073,Human epidermal growth factor 2 negative carcinoma of breast,C2316304,Approved,,
Olaparib,DB09074,Malignant tumor of peritoneum,C0153467,Approved,,
Olaparib,DB09074,Epithelial tumor of ovary,C0341823,Approved,,
Edoxaban,DB09075,Embolism,C0013922,Approved,,
Lenvatinib,DB09078,Follicular thyroid carcinoma,C0206682,Approved,,
Lenvatinib,DB09078,Papillary thyroid carcinoma,C0238463,Approved,,
Nintedanib,DB09079,Hamman-Rich syndrome,C0085786,Approved,,
Idebenone,DB09081,"Optic Atrophy, Hereditary, Leber",C0917796,Approved,,
Asfotase Alfa,DB09105,Hypophosphatasia,C0020630,Approved,,
Diiodohydroxyquinoline,DB09115,Amebiasis,C0002438,Approved,,
Stiripentol,DB09118,Infantile Severe Myoclonic Epilepsy,C0751122,Approved,,
Potassium Citrate,DB09125,Calcium renal calculus,C1959799,Approved,,
Potassium Citrate,DB09125,Renal tubular acidosis,C0001126,Approved,,
Potassium Citrate,DB09125,RENAL CALCULUS CALCIUM OXALATE,C0748267,Approved,,
Potassium Citrate,DB09125,Uric acid renal calculus,C0558595,Approved,,
Protamine sulfate,DB09141,Heparin overdose,C0573789,Approved,,
Sonidegib,DB09143,Basal cell carcinoma,C0007117,Approved,,
Uridine triacetate,DB09144,Hereditary orotic aciduria,C0220987,Approved,,
Uridine triacetate,DB09144,Antimetabolite overdose,C0572583,Approved,,
Sucroferric Oxyhydroxide,DB09146,Hyperphosphatemia (disorder),C0085681,Approved,,
Ferric Citrate,DB09162,Hyperphosphatemia (disorder),C0085681,Approved,,
Viloxazine,DB09185,Narcolepsy-Cataplexy Syndrome,C0751362,Approved,,
Moxisylyte,DB09205,Raynaud Disease,C0034734,Approved,,
Conestat alfa,DB09228,Hereditary C1 esterase inhibitor deficiency - deficient factor,C0398775,Approved,,
Idarucizumab,DB09264,Drug-induced coagulation inhibitor disorder,C0272373,Approved,,
Phenylacetic acid,DB09269,Hyperammonemia,C0220994,Approved,,
Scopolamine butylbromide,DB09300,Gastric spasm (disorder),C0581358,Approved,,
Alirocumab,DB09302,Complex dyslipidemia,C3875286,Approved,,
Evolocumab,DB09303,Complex dyslipidemia,C3875286,Approved,,
Coagulation Factor XIII A-Subunit (Recombinant),DB09310,Hereditary factor XIII A subunit deficiency,C2584877,Approved,,
Procaine benzylpenicillin,DB09320,"Syphilis, tertiary",C0153188,Approved,,
Procaine benzylpenicillin,DB09320,"Syphilis, secondary",C0149985,Approved,,
Procaine benzylpenicillin,DB09320,"Syphilis, Latent",C0039133,Approved,,
Procaine benzylpenicillin,DB09320,Neurosyphilis,C0027927,Approved,,
Procaine benzylpenicillin,DB09320,Bejel,C0004945,Approved,,
Procaine benzylpenicillin,DB09320,Primary genital syphilis,C0017418,Approved,,
Procaine benzylpenicillin,DB09320,Rat-Bite Fever,C0034686,Approved,,
Procaine benzylpenicillin,DB09320,"Syphilis, Congenital",C0039131,Approved,,
Procaine benzylpenicillin,DB09320,Pinta,C0031946,Approved,,
Zinc oxide,DB09321,Arthropod bite wound,C1444173,Approved,,
Zinc oxide,DB09321,Burn injury,C0006434,Approved,,
Zinc oxide,DB09321,Injury wounds,C0043250,Approved,,
Zinc oxide,DB09321,Rectal pain,C0034886,Approved,,
Zinc sulfate,DB09322,Zinc deficiency,C0235950,Approved,,
Osimertinib,DB09330,Epidermal growth factor receptor positive non-small cell lung cancer,C1960925,Approved,,
Kappadione,DB09332,"Jaundice, Obstructive",C0022354,Approved,,
Pramocaine,DB09345,Injury wounds,C0043250,Approved,,
Pramocaine,DB09345,Rectal pain,C0034886,Approved,,
Pramocaine,DB09345,Arthropod bite wound,C1444173,Approved,,
Pramocaine,DB09345,Dry skin,C0151908,Approved,,
Pramocaine,DB09345,Burn injury,C0006434,Approved,,
Pramocaine,DB09345,Itching of ear,C0849907,Approved,,
Pramocaine,DB09345,Allergic otitis externa,C1320547,Approved,,
Piperonyl butoxide,DB09350,Body louse infestation,C0030758,Approved,,
Sulfur,DB09353,Necrotizing Ulcerative Gingivitis,C0017575,Approved,,
Sulfur,DB09353,Acneiform Eruptions,C0175167,Approved,,
Sulfur,DB09353,Greasy skin,C0234925,Approved,,
Dexpanthenol,DB09357,Paralytic Ileus,C0030446,Approved,,
Dexpanthenol,DB09357,Contact dermatitis due to Rhus diversiloba,C0263283,Approved,,
Dexpanthenol,DB09357,Eczema,C0013595,Approved,,
Dexpanthenol,DB09357,Arthropod bite wound,C1444173,Approved,,
Enalaprilat,DB09477,Asymptomatic left ventricular systolic dysfunction,C3698411,Approved,,
Enalaprilat,DB09477,Congestive heart failure,C0018802,Approved,,
Cysteine hydrochloride,DB09485,Poisoning by acetaminophen,C0237963,Approved,,
Cysteine hydrochloride,DB09485,Amyloidosis,C0002726,Approved,,
Octinoxate,DB09496,Discoloration of skin,C0151907,Approved,,
Sodium ferric gluconate complex,DB09517,Anemia of prematurity,C0158996,Approved,,
"Sodium phosphate, monobasic, monohydrate",DB09525,Calcium renal calculus,C1959799,Approved,,
Hydroquinone,DB09526,Facial hyperpigmentation,C2677857,Approved,,
Hydroquinone,DB09526,Discoloration of skin,C0151907,Approved,,
Filgrastim-sndz,DB09560,Congenital neutropenia,C0340970,Approved,,
Filgrastim-sndz,DB09560,Cyclic neutropenia,C0221023,Approved,,
Filgrastim-sndz,DB09560,Chronic idiopathic neutropenia,C2267231,Approved,,
Sebelipase alfa,DB11563,Wolman Disease,C0043208,Approved,,
Atezolizumab,DB11595,"Carcinoma, Transitional Cell",C0007138,Approved,,
Levoleucovorin,DB11596,Poisoning by sulfadiazine,C0274462,Approved,,
Levoleucovorin,DB11596,Methotrexate poisoning,C0568062,Approved,,
Levoleucovorin,DB11596,Poisoning by pyrimethamine,C0274478,Approved,,
Levoleucovorin,DB11596,"Anemia, Megaloblastic",C0002888,Approved,,
Levoleucovorin,DB11596,Folic Acid Deficiency,C0016412,Approved,,
Susoctocog alfa,DB11606,"Factor 8 deficiency, acquired",C0272325,Approved,,
Eftrenonacog alfa,DB11608,Hemophilia B,C0008533,Approved,,
Buprenorphine,DB00921,Heroin Dependence,C0019337,Terminated,Phase 2,
Buprenorphine,DB00921,Opioid-Related Disorders,C0027412,Terminated,Phase 2,
Dextroamphetamine,DB01576,Cocaine-Related Disorders,C0236736,Terminated,Phase 1,Original P.I. left the institution
Buprenorphine,DB00921,Heroin Dependence,C0019337,Terminated,Phase 2,
Buprenorphine,DB00921,Opioid-Related Disorders,C0027412,Terminated,Phase 2,
Methotrexate,DB00563,Sensorineural Hearing Loss (disorder),C0018784,Terminated,Phase 3,
Zidovudine,DB00495,Kidney Diseases,C0022658,Withdrawn,Phase 1,
Foscarnet,DB00529,Cytomegalovirus Retinitis,C0206178,Withdrawn,Phase 2,
Vitamin E,DB00163,Carotid Artery Diseases,C0007273,Terminated,Phase 2,
Vitamin E,DB00163,Intracranial Arteriosclerosis,C0007771,Terminated,Phase 2,
Vitamin E,DB00163,Heart Diseases,C0018799,Terminated,Phase 2,
Foscarnet,DB00529,Radiculitis,C0034544,Withdrawn,Phase 1,
Ganciclovir,DB01004,Radiculitis,C0034544,Withdrawn,Phase 1,
Cidofovir,DB00369,Cytomegalovirus Retinitis,C0206178,Withdrawn,Phase 1,
Daclizumab,DB00111,Pure Red-Cell Aplasia,C0034902,Terminated,Phase 2,DSMB recommended closing the study and publishing the results
Nitric Oxide,DB00435,"Infant, Small for Gestational Age",C0021296,Terminated,Phase 3,Preliminary results showed increased intraventricular hemorrhage (IVH) in experimental arm
Betamethasone,DB00443,Pregnancy Complications,C0032962,Terminated,Phase 3,Concerns regarding neonatal data
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IVA",C0279771,Withdrawn,Phase 2,
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIB",C0796438,Withdrawn,Phase 2,
Doxorubicin,DB00997,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn,Phase 2,
Ifosfamide,DB01181,"soft tissue sarcoma, adult, stage IIC",C0796439,Withdrawn,Phase 2,
Alendronic acid,DB00630,Secondary malignant neoplasm of bone,C0153690,Terminated,Phase 2,
